8.094415E-7,-3.141589,3.1415925,0.0048566214,0.02251278,-0.0018185916,
1.6188454E-6,-3.1415854,3.141592,-1.7160227E-7,-3.6740093E-6,5.800473E-6,
8.093448E-7,-3.141589,3.1415925,-0.004856805,-0.022516677,0.0018245943,
-1.6190055E-6,-3.1416001,-3.141592,-0.009713267,-0.045026008,0.0036375835,
-5.666146E-6,-3.141619,-3.1415906,-0.014569544,-0.06753144,0.0054445653,
-1.1332014E-5,-3.1416452,-3.1415884,-0.019425627,-0.09003274,0.007245329,
-1.861654E-5,-3.141679,-3.1415858,-0.0242815,-0.1125297,0.009039669,
-2.7519656E-5,-3.1417203,-3.1415825,-0.029137153,-0.13502209,0.010827378,
-3.8041282E-5,-3.141769,-3.1415787,-0.033992574,-0.15750967,0.012608252,
-5.0181345E-5,-3.1418252,-3.1415741,-0.03884775,-0.17999223,0.01438208,
-6.3939755E-5,-3.141889,-3.141569,-0.04370267,-0.20246956,0.01614866,
-7.931643E-5,-3.1419604,-3.1415634,-0.04855732,-0.2249414,0.017907782,
-9.631127E-5,-3.142039,-3.141557,-0.053411685,-0.24740756,0.019659242,
-1.1492419E-4,-3.1421251,-3.1415503,-0.05826576,-0.26986778,0.02140283,
-1.3515507E-4,-3.1422188,-3.1415427,-0.06311952,-0.29232186,0.023138339,
-1.5700383E-4,-3.1423202,-3.1415348,-0.06797297,-0.31476957,0.024865564,
-1.8047035E-4,-3.1424286,-3.1415262,-0.072826095,-0.33721069,0.026584294,
-2.0555452E-4,-3.142545,-3.1415172,-0.07767887,-0.35964498,0.028294323,
-2.3225622E-4,-3.1426685,-3.1415074,-0.08253129,-0.38207224,0.02999544,
-2.6057533E-4,-3.1427996,-3.1414971,-0.08738334,-0.4044922,0.03168744,
-2.9051173E-4,-3.1429381,-3.1414862,-0.09223501,-0.42690468,0.033370104,
-3.220653E-4,-3.1430843,-3.1414747,-0.09708628,-0.4493094,0.03504323,
-3.5523588E-4,-3.1432378,-3.1414628,-0.10193715,-0.47170618,0.036706604,
-3.9002334E-4,-3.1433988,-3.1414504,-0.1067876,-0.4940948,0.03836002,
-4.2642758E-4,-3.143567,-3.1414373,-0.11163762,-0.51647496,0.040003255,
-4.6444839E-4,-3.143743,-3.1414237,-0.1164872,-0.53884655,0.041636106,
-5.040857E-4,-3.1439264,-3.1414096,-0.12133632,-0.5612092,0.043258354,
-5.453392E-4,-3.144117,-3.1413949,-0.12618497,-0.5835628,0.044869788,
-5.882089E-4,-3.1443155,-3.1413796,-0.13103314,-0.605907,0.04647019,
-6.326946E-4,-3.144521,-3.1413639,-0.13588081,-0.6282417,0.04805935,
-6.787961E-4,-3.1447341,-3.1413476,-0.14072798,-0.65056664,0.049637046,
-7.2651316E-4,-3.1449547,-3.1413307,-0.14557461,-0.67288154,0.05120306,
-7.758457E-4,-3.1451828,-3.1413136,-0.15042073,-0.69518614,0.052757178,
-8.267936E-4,-3.1454182,-3.1412957,-0.15526628,-0.7174803,0.054299172,
-8.793565E-4,-3.145661,-3.1412773,-0.1601113,-0.73976374,0.055828832,
-9.335344E-4,-3.1459115,-3.1412585,-0.16495572,-0.7620362,0.057345934,
-9.89327E-4,-3.1461692,-3.141239,-0.16979955,-0.78429747,0.05885025,
-0.001046734,-3.1464343,-3.1412191,-0.17464279,-0.8065473,0.060341563,
-0.0011057555,-3.1467068,-3.1411989,-0.17948541,-0.8287855,0.061819643,
-0.001166391,-3.1469867,-3.141178,-0.18432741,-0.8510118,0.06328426,
-0.0012286403,-3.1472743,-3.1411567,-0.18916877,-0.873226,0.064735204,
-0.0012925033,-3.147569,-3.1411347,-0.19400945,-0.89542776,0.066172235,
-0.0013579798,-3.147871,-3.1411126,-0.19884948,-0.9176169,0.067595124,
-0.0014250696,-3.1481807,-3.1410897,-0.20368883,-0.9397932,0.06900364,
-0.0014937724,-3.1484976,-3.1410666,-0.20852748,-0.96195644,0.07039755,
-0.0015640878,-3.148822,-3.1410427,-0.21336542,-0.98410636,0.07177663,
-0.0016360158,-3.1491537,-3.1410186,-0.21820262,-1.0062426,0.07314063,
-0.0017095562,-3.1494927,-3.140994,-0.22303909,-1.0283651,0.07448932,
-0.0017847085,-3.1498394,-3.140969,-0.22787482,-1.0504736,0.07582247,
-0.0018614726,-3.1501932,-3.1409435,-0.23270975,-1.0725677,0.07713983,
-0.0019398483,-3.1505544,-3.1409175,-0.23754393,-1.0946473,0.07844117,
-0.0020198352,-3.150923,-3.140891,-0.24237728,-1.116712,0.07972624,
-0.002101433,-3.1512988,-3.1408644,-0.24720983,-1.1387618,0.0809948,
-0.0021846415,-3.1516821,-3.1408372,-0.25204155,-1.1607962,0.0822466,
-0.0022694606,-3.1520727,-3.1408095,-0.25687242,-1.182815,0.083481394,
-0.0023558899,-3.1524706,-3.1407816,-0.26170245,-1.2048179,0.084698945,
-0.0024439287,-3.152876,-3.140753,-0.2665316,-1.2268049,0.08589899,
-0.0025335774,-3.1532884,-3.1407242,-0.27135983,-1.2487755,0.087081276,
-0.0026248354,-3.1537085,-3.140695,-0.27618715,-1.2707294,0.08824555,
-0.002717702,-3.1541357,-3.1406655,-0.28101352,-1.2926664,0.08939155,
-0.0028121774,-3.15457,-3.1406355,-0.28583893,-1.3145862,0.090519026,
-0.0029082613,-3.1550121,-3.1406052,-0.29066336,-1.3364886,0.09162772,
-0.003005953,-3.155461,-3.1405745,-0.29548687,-1.3583735,0.09271738,
-0.0031052523,-3.1559176,-3.1405432,-0.3003094,-1.3802407,0.09378776,
-0.0032061592,-3.1563814,-3.1405118,-0.30513096,-1.4020897,0.094838575,
-0.003308673,-3.1568522,-3.14048,-0.30995148,-1.4239205,0.09586957,
-0.0034127934,-3.1573305,-3.1404479,-0.31477103,-1.4457327,0.096880466,
-0.0035185202,-3.1578162,-3.1404154,-0.31958953,-1.4675261,0.097871006,
-0.003625853,-3.158309,-3.1403828,-0.32440695,-1.4893004,0.098840915,
-0.0037347914,-3.158809,-3.1403496,-0.3292233,-1.5110551,0.09978991,
-0.003845335,-3.1593163,-3.1403162,-0.33403856,-1.5327902,0.10071772,
-0.0039574835,-3.1598308,-3.1402824,-0.3388527,-1.5545053,0.10162407,
-0.0040712366,-3.1603527,-3.1402485,-0.34366572,-1.5762002,0.10250868,
-0.004186594,-3.1608818,-3.1402142,-0.34847757,-1.5978746,0.10337126,
-0.004303555,-3.161418,-3.1401796,-0.3532883,-1.6195283,0.10421154,
-0.0044221194,-3.1619613,-3.1401446,-0.3580978,-1.6411607,0.105029225,
-0.0045422865,-3.162512,-3.1401095,-0.3629061,-1.6627719,0.10582404,
-0.0046640565,-3.16307,-3.140074,-0.36771318,-1.6843616,0.10659567,
-0.004787429,-3.163635,-3.1400385,-0.37251902,-1.7059292,0.10734385,
-0.0049124025,-3.1642072,-3.1400025,-0.37732363,-1.7274747,0.10806828,
-0.0050389776,-3.1647866,-3.1399665,-0.38212693,-1.7489977,0.10876866,
-0.0051671537,-3.165373,-3.13993,-0.38692895,-1.770498,0.109444685,
-0.00529693,-3.165967,-3.1398935,-0.39172965,-1.7919753,0.110096075,
-0.0054283068,-3.1665678,-3.1398566,-0.39652905,-1.8134292,0.11072251,
-0.0055612824,-3.1671758,-3.1398196,-0.40132707,-1.8348596,0.11132369,
-0.0056958576,-3.1677911,-3.1397824,-0.40612373,-1.856266,0.111899324,
-0.0058320314,-3.1684134,-3.139745,-0.41091898,-1.8776484,0.11244909,
-0.005969804,-3.1690428,-3.1397076,-0.41571286,-1.8990062,0.11297267,
-0.0061091734,-3.1696794,-3.1396697,-0.4205053,-1.9203393,0.113469765,
-0.0062501403,-3.1703231,-3.1396317,-0.42529628,-1.9416473,0.11394006,
-0.006392704,-3.1709738,-3.1395938,-0.4300858,-1.96293,0.114383236,
-0.006536864,-3.1716316,-3.1395555,-0.43487385,-1.984187,0.11479896,
-0.00668262,-3.1722965,-3.1395173,-0.43966037,-2.005418,0.11518694,
-0.006829971,-3.1729686,-3.1394787,-0.44444537,-2.026623,0.11554683,
-0.0069789165,-3.1736476,-3.1394403,-0.44922882,-2.0478013,0.11587831,
-0.0071294564,-3.1743338,-3.1394014,-0.45401073,-2.0689528,0.11618105,
-0.0072815903,-3.175027,-3.1393628,-0.45879102,-2.0900772,0.11645473,
-0.007435317,-3.1757271,-3.139324,-0.4635697,-2.1111739,0.11669901,
-0.0075906366,-3.1764343,-3.1392848,-0.46834677,-2.1322432,0.11691356,
-0.007747548,-3.1771486,-3.139246,-0.47312218,-2.153284,0.11709803,
-0.007906051,-3.1778698,-3.139207,-0.47789592,-2.1742969,0.117252104,
-0.008066145,-3.1785982,-3.1391678,-0.48266798,-2.1952808,0.117375426,
-0.00822783,-3.1793334,-3.1391287,-0.48743832,-2.2162356,0.11746766,
-0.008391104,-3.1800756,-3.1390896,-0.4922069,-2.2371614,0.11752845,
-0.008555967,-3.1808248,-3.1390502,-0.49697372,-2.2580576,0.117557466,
-0.008722419,-3.181581,-3.1390111,-0.5017388,-2.2789235,0.11755435,
-0.008890459,-3.1823442,-3.138972,-0.50650203,-2.2997594,0.11751875,
-0.009060088,-3.1831143,-3.1389327,-0.5112635,-2.3205647,0.11745031,
-0.009231302,-3.1838913,-3.1388936,-0.51602304,-2.341339,0.117348686,
-0.009404102,-3.184675,-3.1388545,-0.52078074,-2.3620822,0.11721351,
-0.009578489,-3.1854658,-3.1388154,-0.52553654,-2.382794,0.11704443,
-0.009754459,-3.1862636,-3.1387765,-0.5302904,-2.4034739,0.11684107,
-0.009932015,-3.1870682,-3.1387377,-0.5350424,-2.4241214,0.11660308,
-0.010111155,-3.1878798,-3.1386988,-0.5397924,-2.4447365,0.116330095,
-0.010291877,-3.188698,-3.13866,-0.5445404,-2.4653187,0.11602174,
-0.010474182,-3.1895232,-3.1386213,-0.5492864,-2.4858677,0.11567764,
-0.010658068,-3.1903553,-3.138583,-0.55403036,-2.5063832,0.11529744,
-0.010843535,-3.191194,-3.1385446,-0.55877227,-2.526865,0.114880756,
-0.011030582,-3.19204,-3.1385064,-0.5635121,-2.5473125,0.11442721,
-0.011219209,-3.1928923,-3.1384683,-0.5682498,-2.5677254,0.11393643,
-0.011409415,-3.1937516,-3.1384304,-0.5729854,-2.5881038,0.11340804,
-0.011601199,-3.1946177,-3.1383927,-0.5777188,-2.6084468,0.11284165,
-0.011794561,-3.1954906,-3.1383553,-0.5824501,-2.6287541,0.11223688,
-0.0119894985,-3.1963704,-3.1383178,-0.5871791,-2.649026,0.11159334,
-0.012186013,-3.1972566,-3.1382809,-0.59190595,-2.6692615,0.11091066,
-0.012384103,-3.1981497,-3.138244,-0.5966305,-2.6894603,0.11018844,
-0.012583766,-3.1990497,-3.1382074,-0.6013528,-2.7096224,0.10942628,
-0.012785004,-3.1999562,-3.138171,-0.6060728,-2.729747,0.10862381,
-0.012987815,-3.2008693,-3.138135,-0.61079043,-2.7498343,0.10778062,
-0.013192197,-3.2017894,-3.1380992,-0.6155057,-2.7698836,0.10689632,
-0.013398152,-3.202716,-3.1380637,-0.62021863,-2.7898948,0.10597051,
-0.013605677,-3.2036493,-3.1380286,-0.62492913,-2.8098674,0.10500279,
-0.013814771,-3.2045894,-3.1379936,-0.6296372,-2.8298008,0.10399277,
-0.014025434,-3.205536,-3.1379592,-0.6343428,-2.849695,0.10294004,
-0.014237666,-3.206489,-3.1379251,-0.6390459,-2.8695495,0.10184419,
-0.014451465,-3.207449,-3.1378913,-0.64374655,-2.889364,0.100704834,
-0.01466683,-3.2084153,-3.137858,-0.6484446,-2.9091382,0.099521555,
-0.01488376,-3.2093883,-3.137825,-0.6531401,-2.9288716,0.098293945,
-0.015102256,-3.210368,-3.1377923,-0.65783304,-2.948564,0.097021595,
-0.0153223155,-3.211354,-3.1377602,-0.6625233,-2.9682148,0.0957041,
-0.015543939,-3.2123466,-3.1377287,-0.66721094,-2.987824,0.09434104,
